age,industry,Education,ALERT,is_sanctioned,kycRiskScore,income,tenureMonths,creditScore,state,nbrPurchases90d,avgTxnSize90d,totalSpend90d,csrNotes,nbrDistinctMerch90d,nbrMerchCredits90d,nbrMerchCreditsRndDollarAmt90d,totalMerchCred90d,nbrMerchCreditsWoOffsettingPurch,nbrPayments90d,totalPaymentAmt90d,overpaymentAmt90d,overpaymentInd90d,nbrCustReqRefunds90d,indCustReqRefund90d,totalRefundsToCust90d,nbrPaymentsCashLike90d,maxRevolveLine,indOwnsHome,nbrInquiries1y,nbrCollections3y,nbrWebLogins90d,nbrPointRed90d,PEP
52.0,Healthcare,High School or Below,1,0,0,142000.0,48,606,NY,68,180.83,12296.44,billing address billing address billing address atm limit,36,9,3,1694.82,3,5,12296.44,0.0,0,1,1,40.94,5,14000,1,3,0,11,1,0
26.0,Manufacturing,Doctorate,1,0,1,6200.0,1,693,NJ,15,158.11,2371.65, ,8,2,1,325.02,0,4,196.98,0.0,0,1,1,70.46,4,5000,1,5,0,9,2,0
25.0,Manufacturing,Associate Degree,1,0,0,16400.0,24,761,NY,10,399.69,3996.9, ,6,0,0,0.0,0,5,2735.44,0.0,0,1,1,24.85,0,9000,1,5,0,9,2,0
36.0,Engineering,Doctorate,1,0,1,52800.0,1,729,RI,35,163.96,5738.6, ,15,1,0,163.86,0,3,286.93,0.0,0,1,1,40.93,1,13000,1,2,0,7,1,0
28.0,Retail,Bachelor's Degree,1,0,2,35600.0,11,752,NY,14,376.97,5277.58,password change plastic replace card replace,5,1,0,376.58,1,3,263.88,0.0,0,1,1,35.07,3,17000,0,3,0,8,1,0
25.0,Education,Doctorate,1,1,1,10500.0,28,714,CT,3,649.44,1948.32,statement transfer   moneyorder payment,1,0,0,0.0,0,3,5361.24,3412.92,1,1,1,3449.03,3,9000,0,3,0,5,0,0
53.0,Information Technology,Bachelor's Degree,1,0,0,132400.0,29,736,MA,34,44.44,1510.96, ,20,4,1,183.73,0,4,1510.96,0.0,0,1,1,34.05,4,15000,0,4,1,6,3,0
34.0,Manufacturing,High School or Below,1,0,0,24000.0,6,625,NY,30,72.23,2166.9,plastic replace password change   statement,18,0,0,0.0,0,3,108.35,0.0,0,1,1,70.88,0,8000,1,1,1,7,0,0
40.0,Manufacturing,High School or Below,1,0,0,28000.0,8,695,CT,5,19.35,96.75,plastic replace customer call billing address statement,2,0,0,0.0,0,3,96.75,0.0,0,1,1,86.26,0,9000,1,3,0,5,1,0
29.0,Manufacturing,High School or Below,1,0,0,20700.0,3,691,NY,4,25.04,100.16, ,2,0,0,0.0,0,3,60.0,0.0,0,1,1,27.79,0,18000,0,2,0,5,1,0
48.0,Transportation,Bachelor's Degree,1,0,0,49800.0,3,670,MA,46,45.3,2083.8, ,23,8,2,376.26,5,5,104.19,0.0,0,1,1,40.96,5,9000,1,3,0,9,0,0
23.0,Retail,Bachelor's Degree,1,0,2,15800.0,1,672,NY,14,155.93,2183.02, ,6,2,0,316.22,0,6,3461.27,1278.25,1,1,1,1323.4,6,15000,0,2,0,10,2,0
41.0,Financial Services,Master's Degree,1,0,2,84700.0,35,745,NJ,11,0.0,0.0, ,6,2,0,0.0,2,7,2693.82,2693.82,1,1,1,2693.82,7,13000,1,2,0,5,0,0
28.0,Education,High School or Below,1,0,1,26500.0,2,737,RI,2,286.25,572.5, ,2,0,0,0.0,0,4,60.0,0.0,0,1,1,45.57,0,12000,1,4,0,10,1,0
21.0,Entertainment and Hospitality,Associate Degree,1,0,2,8600.0,5,624,CT,4,43.61,174.44,statement change request password change statement,2,0,0,0.0,0,2,174.44,0.0,0,1,1,27.57,0,12000,0,1,1,6,0,0
41.0,Transportation,Bachelor's Degree,1,0,0,39100.0,73,745,NY,1,18.0,18.0,password change billing address customer call,1,0,0,0.0,0,3,60.0,42.0,1,1,1,80.96,0,16000,0,4,0,7,1,0
38.0,Information Technology,Associate Degree,1,1,2,70000.0,11,669,NY,30,176.42,5292.6, ,19,1,0,174.78,1,6,5292.6,0.0,0,1,1,49.0,1,15000,1,3,0,3,0,0
40.0,Manufacturing,High School or Below,1,0,1,25200.0,6,743,PA,14,15.6,218.4,change request late payment statement,4,2,0,30.02,1,5,218.4,0.0,0,1,1,49.97,0,23000,0,5,0,8,0,0
30.0,Retail,Associate Degree,1,0,1,33300.0,13,650,NY,33,23.59,778.47,plastic replace statement card replace,14,2,1,52.36,2,2,778.47,0.0,0,1,1,45.21,1,15000,0,3,0,9,0,0
60.0,Scientific and Technical Services,Associate Degree,1,0,0,74800.0,14,734,NY,150,97.27,14590.5,password change password change plastic replace withdraw limit,75,17,7,1552.0,6,3,17271.0,2680.5,1,1,1,2749.08,3,9000,0,4,0,4,2,0
51.0,Financial Services,Bachelor's Degree,1,0,0,73800.0,17,735,NY,117,53.02,6203.34, ,46,14,4,699.5,8,3,6203.34,0.0,0,1,1,41.46,3,11000,0,1,0,5,1,0
26.0,Entertainment and Hospitality,Bachelor's Degree,1,0,2,25300.0,2,701,NY,9,174.15,1567.35, ,3,1,0,172.87,0,4,1567.35,0.0,0,1,1,62.99,2,9000,1,3,0,6,1,0
45.0,Financial Services,Bachelor's Degree,1,1,0,57600.0,16,746,PA,123,201.35,24766.05, ,65,10,3,2094.09,4,2,24766.05,0.0,0,1,1,44.15,2,21000,1,7,0,9,1,0
47.0,Scientific and Technical Services,High School or Below,1,0,0,46300.0,30,727,MA,22,58.34,1283.48, ,9,1,1,64.0,0,5,64.17,0.0,0,1,1,77.37,0,11000,1,1,0,9,1,0
27.0,Retail,High School or Below,1,0,1,39200.0,3,704,MA,11,16.71,183.81, ,4,0,0,0.0,0,2,183.81,0.0,0,1,1,29.51,0,10000,0,3,0,9,0,0
22.0,Retail,Bachelor's Degree,1,0,2,14400.0,11,701,NY,22,295.92,6510.24,card replace transfer card replace,15,1,0,292.38,1,3,325.51,0.0,0,1,1,44.64,3,10000,1,5,0,8,4,0
26.0,Education,High School or Below,1,0,1,10200.0,17,704,PA,1,60.69,60.69, ,0,0,0,0.0,0,3,60.69,0.0,0,1,1,64.43,0,16000,1,4,0,10,1,0
46.0,Financial Services,Master's Degree,1,0,0,93600.0,0,658,MA,29,14.14,410.06,card replace late payment  ,14,1,0,14.09,0,2,410.06,0.0,0,1,1,65.56,0,15000,1,4,0,6,0,0
21.0,Entertainment and Hospitality,Associate Degree,1,0,2,8600.0,5,624,CT,4,43.61,174.44,statement change request password change statement,2,0,0,0.0,0,2,174.44,0.0,0,1,1,27.57,0,12000,0,1,1,6,0,0
33.0,Manufacturing,High School or Below,1,0,1,22700.0,4,669,NY,1,130.2,130.2, ,1,0,0,0.0,0,6,130.2,0.0,0,1,1,58.72,0,10000,1,4,0,7,0,0
51.0,Construction,Associate Degree,1,0,0,49300.0,24,764,RI,3,227.16,681.48,change request card replace plastic replace statement,1,0,0,0.0,0,2,681.48,0.0,0,1,1,38.94,0,11000,1,2,0,5,0,0
40.0,Entertainment and Hospitality,Bachelor's Degree,1,0,0,47000.0,15,669,RI,2,578.73,1157.46,customer call customer call statement statement,1,0,0,0.0,0,3,106.88,0.0,0,1,1,57.13,0,6000,1,4,0,3,2,0
34.0,Healthcare,,1,0,0,52600.0,32,772,RI,10,56.05,560.5,billing address statement billing address statement,4,0,0,0.0,0,3,560.5,0.0,0,1,1,54.99,0,14000,0,5,0,9,1,0
52.0,Healthcare,Master's Degree,1,0,0,83900.0,25,761,PA,7,161.93,1133.51, ,1,0,0,0.0,0,7,1133.51,0.0,0,1,1,49.36,0,12000,1,2,0,3,1,0
41.0,Financial Services,Master's Degree,1,0,2,84700.0,35,745,NJ,11,0.0,0.0, ,6,2,0,0.0,2,7,2693.82,2693.82,1,1,1,2693.82,7,13000,1,2,0,5,0,0
36.0,Construction,Associate Degree,1,0,0,60900.0,62,800,NJ,11,43.46,478.06,plastic replace customer call billing address,5,1,0,42.89,1,3,478.06,0.0,0,1,1,51.44,0,11000,0,5,0,5,1,0
51.0,Scientific and Technical Services,Bachelor's Degree,1,0,0,86500.0,3,735,ME,7,219.08,1533.56, ,4,1,0,218.14,1,9,1533.56,0.0,0,1,1,47.61,5,16000,1,3,0,11,3,0
44.0,Manufacturing,Master's Degree,1,0,0,37600.0,1,734,PA,37,41.32,1528.84,password change billing address password change,19,3,0,121.38,1,3,1528.84,0.0,0,1,1,40.01,0,10000,1,1,0,5,0,0
39.0,Construction,Bachelor's Degree,1,1,2,57200.0,8,715,PA,50,387.63,19381.5,password change plastic replace transfer moneyorder,25,4,0,1541.32,2,3,18576.2,0.0,0,1,1,36.99,3,7000,1,1,0,8,1,0
36.0,Transportation,Associate Degree,1,0,2,48700.0,14,750,PA,21,125.54,2636.34, ,15,2,0,246.36,1,3,2636.34,0.0,0,1,1,54.43,2,16000,1,0,0,8,1,0
48.0,Retail,High School or Below,1,0,0,65800.0,11,649,ME,5,136.53,682.65,billing address statement transfer,1,1,0,134.96,0,4,682.65,0.0,0,1,1,38.55,1,17000,0,3,0,6,0,0
31.0,Transportation,,1,0,2,28100.0,1,695,PA,2,40.98,81.96, ,1,0,0,0.0,0,4,81.96,0.0,0,1,1,27.71,0,9000,1,2,0,8,2,0
43.0,,Master's Degree,1,0,1,143100.0,13,777,NJ,11,13.5,148.5,billing address customer call plastic replace,6,2,0,26.4,0,3,60.0,0.0,0,1,1,52.72,0,15000,0,5,0,8,1,0
37.0,Legal,Bachelor's Degree,1,0,1,95800.0,3,702,RI,13,268.54,3491.02, ,5,3,1,835.32,2,3,3491.02,0.0,0,1,1,80.9,3,17000,1,2,0,6,2,0
20.0,Retail,,1,0,2,8600.0,10,746,ME,3,208.91,626.73,billing address change request late payment statement,2,0,0,0.0,0,3,626.73,0.0,0,1,1,28.12,0,13000,0,3,0,4,0,0
40.0,Manufacturing,Bachelor's Degree,1,0,1,33200.0,44,773,MA,4,75.09,300.36,late payment   transfer,3,1,0,76.58,0,6,300.36,0.0,0,1,1,49.91,1,11000,0,8,0,6,1,0
42.0,Retail,Bachelor's Degree,1,0,1,58600.0,1,742,ME,30,273.06,8191.8,late payment password change card replace,16,2,1,532.62,1,5,409.59,0.0,0,1,1,41.14,5,12000,0,2,0,8,0,0
31.0,Construction,Associate Degree,1,0,0,8300.0,5,658,NY,2,47.46,94.92,transfer transfer transfer statement,0,0,0,0.0,0,5,60.0,0.0,0,1,1,52.35,0,10000,1,1,1,6,0,0
45.0,Retail,High School or Below,1,1,1,61800.0,5,649,NY,0,264.53,0.0, ,0,0,0,0.0,0,3,60.0,60.0,1,2,1,60.0,0,20000,0,0,0,9,0,0
32.0,Healthcare,Associate Degree,1,1,2,154000.0,13,704,PA,57,1294.0,73758.0,late payment plastic replace   cash,25,5,2,6574.6,1,6,73758.0,0.0,0,1,1,69.63,6,11000,0,3,0,4,0,0
47.0,Financial Services,Doctorate,1,0,0,155300.0,20,675,VT,123,0.0,0.0,statement late payment card replace,65,11,0,0.0,3,4,60.0,60.0,1,1,1,60.0,1,8000,1,1,0,10,1,0
41.0,Information Technology,Master's Degree,1,0,0,69700.0,3,656,CT,74,30.22,2236.28,late payment change request transfer,35,10,1,303.91,6,5,111.81,0.0,0,1,1,48.76,5,8000,1,2,0,5,0,0
30.0,Retail,Associate Degree,1,0,0,19600.0,4,673,ME,7,151.73,1062.11,statement plastic replace customer call statement,2,0,0,0.0,0,3,1062.11,0.0,0,1,1,53.02,0,17000,1,5,0,5,1,0
37.0,Education,Bachelor's Degree,1,0,1,22200.0,28,651,NY,4,80.49,321.96,  card replace customer call,1,1,0,81.39,0,3,321.96,0.0,0,1,1,63.12,0,11000,1,1,0,7,0,0
49.0,Financial Services,Associate Degree,1,0,0,63100.0,10,758,MA,10,16.33,163.3, ,2,0,0,0.0,0,3,60.0,0.0,0,1,1,26.15,0,13000,1,1,0,8,1,0
32.0,Entertainment and Hospitality,Master's Degree,1,0,1,39500.0,6,703,PA,44,248.16,10919.04,transfer late payment customer call bitcoin,24,2,1,517.87,1,7,12257.01,1337.97,1,3,1,1368.21,7,17000,1,5,0,8,3,0
36.0,Entertainment and Hospitality,Bachelor's Degree,1,0,1,34500.0,81,671,PA,21,33.54,704.34, ,10,2,0,67.08,0,6,660.39,0.0,0,1,1,38.76,0,11000,1,2,0,7,0,0
28.0,Retail,Bachelor's Degree,1,0,1,10100.0,61,690,CT,14,75.86,1062.04, ,7,0,0,0.0,0,6,1062.04,0.0,0,1,1,73.79,0,15000,1,1,0,8,2,0
47.0,Construction,High School or Below,1,0,0,45000.0,5,703,NH,46,43.7,2010.2, ,24,6,1,260.75,3,5,2010.2,0.0,0,1,1,53.67,4,16000,1,2,0,4,0,0
22.0,Manufacturing,Associate Degree,1,1,2,38200.0,0,650,MA,16,0.54,8.64,customer call statement statement,10,1,0,0.53,1,3,60.0,51.36,1,2,1,98.09,0,17000,1,3,1,9,1,0
48.0,Construction,Bachelor's Degree,1,0,0,65000.0,11,703,PA,35,74.53,2608.55, ,16,6,3,499.05,2,2,2608.55,0.0,0,1,1,48.9,2,6000,0,3,0,7,1,0
21.0,Scientific and Technical Services,High School or Below,1,0,1,12400.0,31,710,NY,1,0.88,0.88,transfer change request late payment,1,0,0,0.0,0,6,60.0,59.12,1,1,1,96.82,0,13000,0,5,1,6,0,0
44.0,Legal,Bachelor's Degree,1,0,0,86500.0,2,728,NY,85,70.63,6003.55, ,41,8,2,563.3,5,3,6003.55,0.0,0,1,1,29.89,3,10000,1,3,0,11,0,0
27.0,Scientific and Technical Services,Doctorate,1,0,0,22100.0,0,716,MA,4,21.52,86.08, ,2,0,0,0.0,0,3,60.0,0.0,0,1,1,39.09,0,12000,0,4,0,3,2,0
56.0,Legal,Master's Degree,1,0,1,200500.0,6,696,MA,260,42.5,11050.0,password change   transfer atm denied,131,34,9,1498.75,17,4,13782.96,2732.96,1,3,1,2807.67,4,9000,1,3,0,9,2,0
39.0,Financial Services,Bachelor's Degree,1,0,0,55300.0,12,640,NJ,2,37.64,75.28,plastic replace statement card replace statement,1,0,0,0.0,0,2,75.28,0.0,0,1,1,47.38,0,13000,1,5,1,8,1,0
32.0,Construction,High School or Below,1,1,2,31100.0,1,683,ME,60,1168.86,70131.6, ,29,7,2,8126.5,3,2,70131.6,0.0,0,1,1,35.5,2,6000,0,2,0,89,2,0
38.0,Manufacturing,Bachelor's Degree,1,0,0,62500.0,94,714,NH,37,21.88,809.56,change request transfer card replace,20,2,0,43.14,1,2,60.0,0.0,0,1,1,18.64,0,12000,0,2,0,8,1,0
22.0,Manufacturing,Associate Degree,1,0,1,3800.0,48,800,MA,2,15.28,30.56, ,1,0,0,0.0,0,4,60.0,29.44,1,1,1,78.22,0,17000,1,1,0,7,0,0
30.0,Entertainment and Hospitality,High School or Below,1,0,1,8600.0,19,702,NY,1,22.36,22.36, ,0,0,0,0.0,0,7,2810.67,2788.31,1,1,1,2815.16,7,10000,1,5,0,7,2,0
25.0,Manufacturing,Associate Degree,1,0,0,6300.0,14,727,NY,1,39.58,39.58,customer call   customer call,1,0,0,0.0,0,2,60.0,20.42,1,1,1,61.62,0,16000,1,2,0,9,0,0
53.0,Retail,High School or Below,1,0,0,44800.0,27,684,MA,22,127.75,2810.5,statement customer call change request statement,12,0,0,0.0,0,8,2810.5,0.0,0,1,1,21.06,0,17000,0,5,0,9,0,0
38.0,Information Technology,Associate Degree,1,1,2,70000.0,11,669,NY,30,176.42,5292.6, ,19,1,0,174.78,1,6,5292.6,0.0,0,1,1,49.0,1,15000,1,3,0,3,0,0
60.0,Engineering,High School or Below,1,0,0,74400.0,4,680,MA,18,8.25,148.5,password change late payment late payment,8,2,0,16.1,0,2,148.5,0.0,0,1,1,16.34,0,10000,0,2,0,3,0,0
45.0,Healthcare,Bachelor's Degree,1,0,0,113600.0,23,771,PA,23,110.88,2550.24, ,10,2,0,220.32,2,4,2550.24,0.0,0,1,1,29.75,2,15000,1,2,0,11,0,0
28.0,Scientific and Technical Services,High School or Below,1,0,0,9900.0,1,674,PA,9,71.21,640.89, ,5,2,0,140.88,0,3,60.0,0.0,0,1,1,39.75,0,13000,1,3,0,9,0,0
45.0,Scientific and Technical Services,Bachelor's Degree,1,0,0,52300.0,20,762,CT,6,80.95,485.7,billing address password change statement statement,4,0,0,0.0,0,3,485.7,0.0,0,1,1,31.0,0,11000,1,3,0,10,0,0
23.0,Transportation,Master's Degree,1,0,0,8000.0,47,672,MA,1,157.79,157.79,password change   transfer statement,0,0,0,0.0,0,5,157.79,0.0,0,1,1,24.87,0,12000,1,2,0,2,1,0
23.0,,Doctorate,1,0,2,18000.0,10,715,MA,4,43.38,173.52,customer call change request statement,0,2,0,90.56,0,3,60.0,0.0,0,1,1,81.02,0,8000,0,1,1,13,1,0
35.0,Manufacturing,Associate Degree,1,0,0,29400.0,1,703,NY,22,230.3,5066.6, ,10,4,0,927.28,3,4,7653.25,2586.65,1,2,1,2606.61,4,9000,0,2,0,7,0,0
39.0,Construction,Bachelor's Degree,1,0,0,49400.0,41,661,NY,2,81.05,162.1,billing address transfer transfer statement,0,0,0,0.0,0,3,60.0,0.0,0,1,1,59.56,0,6000,1,3,0,9,1,0
51.0,Entertainment and Hospitality,High School or Below,1,0,1,65100.0,14,718,CT,57,55.95,3189.15, ,23,6,3,345.3,2,2,159.46,0.0,0,1,1,47.7,2,4000,1,1,0,4,0,0
43.0,Construction,Doctorate,1,0,0,29000.0,2,745,NY,4,468.88,1875.52,customer call billing address card replace statement,2,0,0,0.0,0,2,1875.52,0.0,0,1,1,60.44,0,14000,0,5,1,10,0,0
52.0,Financial Services,Bachelor's Degree,1,0,0,116000.0,7,721,CT,12,10.76,129.12,billing address customer call plastic replace,6,1,0,10.61,0,3,60.0,0.0,0,1,1,25.28,0,11000,1,6,0,6,0,0
34.0,Retail,Bachelor's Degree,1,0,0,31100.0,39,769,NY,9,36.0,324.0, ,6,1,0,36.21,0,3,324.0,0.0,0,1,1,12.17,0,19000,1,0,0,7,0,0
27.0,Retail,High School or Below,1,0,1,30400.0,5,743,NJ,2,136.52,273.04,card replace transfer   cash,2,0,0,0.0,0,2,3045.87,2772.83,1,2,1,2812.48,2,9000,1,5,0,8,0,0
30.0,Transportation,Bachelor's Degree,1,0,0,17900.0,17,671,RI,7,249.39,1745.73,transfer billing address card replace,5,1,0,250.8,1,6,1745.73,0.0,0,1,1,19.14,4,17000,0,2,0,4,1,0
29.0,Education,Associate Degree,1,0,0,28100.0,6,710,NJ,14,434.87,6088.18,password change change request password change statement,10,0,0,0.0,0,4,6088.18,0.0,0,1,1,38.35,0,9000,0,5,1,5,2,0
61.0,Information Technology,Bachelor's Degree,1,1,0,118900.0,51,600,MA,55,458.82,25235.1,"statement customer call password change lost cardrefund requested. supply additional details, call back",23,5,0,2277.95,2,2,25235.1,0.0,0,1,1,96.21,2,11000,1,4,0,10,2,0
25.0,Construction,High School or Below,1,0,2,16900.0,20,682,NY,20,130.12,2602.4, ,5,3,0,389.01,0,5,2602.4,0.0,0,1,1,43.41,5,13000,1,1,0,4,2,0
31.0,Scientific and Technical Services,Associate Degree,1,1,1,37700.0,12,760,NJ,24,16.24,389.76, ,13,1,0,16.01,0,5,630.31,240.55,1,2,1,282.95,2,14000,0,3,0,5,0,0
23.0,Manufacturing,Bachelor's Degree,1,0,0,1800.0,21,757,RI,1,0.0,0.0,customer call customer call card replace,0,0,0,0.0,0,2,60.0,60.0,1,1,1,60.0,0,10000,0,2,0,3,0,0
42.0,Information Technology,Master's Degree,1,0,0,139900.0,2,715,MA,59,122.52,7228.68, ,30,4,1,490.06,3,5,7228.68,0.0,0,1,1,89.85,5,9000,0,5,0,4,1,0
28.0,Entertainment and Hospitality,Associate Degree,1,0,0,12900.0,2,733,PA,3,14.11,42.33,card replace billing address change request,0,0,0,0.0,0,2,60.0,17.67,1,1,1,53.45,0,11000,1,4,0,7,3,0
52.0,Entertainment and Hospitality,Associate Degree,1,1,0,86900.0,5,686,MA,56,354.84,19871.04,late payment   password change moneyorder,22,6,2,2110.96,4,3,19871.04,0.0,0,1,1,42.83,3,4000,0,3,0,8,2,0
39.0,Information Technology,Doctorate,1,0,2,135300.0,2,675,NY,38,45.98,1747.24,change request billing address card replace,22,2,0,89.98,0,4,1747.24,0.0,0,1,1,58.36,0,12000,0,3,0,7,0,0
45.0,,Master's Degree,1,0,0,69500.0,48,685,PA,7,0.0,0.0, ,4,0,0,0.0,0,3,60.0,60.0,1,1,1,60.0,0,8000,0,2,0,9,1,0
40.0,Entertainment and Hospitality,Bachelor's Degree,1,0,2,46600.0,13,757,MA,23,118.96,2736.08, ,11,1,0,117.93,0,5,2736.08,0.0,0,1,1,72.75,1,4000,0,1,0,8,1,0
23.0,Entertainment and Hospitality,Bachelor's Degree,1,0,2,11500.0,18,750,NJ,2,192.7,385.4, ,0,0,0,0.0,0,3,385.4,0.0,0,1,1,56.4,0,13000,1,2,0,6,0,0
20.0,Education,Doctorate,1,0,2,11000.0,10,706,NY,8,53.12,424.96,statement statement statement statement,4,0,0,0.0,0,3,424.96,0.0,0,1,1,75.63,0,11000,0,2,0,11,1,0
51.0,Construction,Bachelor's Degree,1,0,0,48700.0,0,740,MA,6,4.97,29.82,billing address plastic replace password change,1,1,1,2.0,0,8,60.0,30.18,1,1,1,79.75,0,18000,1,6,0,9,1,0
51.0,Construction,Bachelor's Degree,1,0,0,82200.0,25,666,NY,15,72.84,1092.6,card replace customer call billing address,9,2,0,147.04,1,5,1092.6,0.0,0,1,1,54.32,2,5000,0,4,0,4,0,0
23.0,Retail,Associate Degree,1,0,1,800.0,1,715,MA,1,73.7,73.7, ,1,0,0,0.0,0,2,73.7,0.0,0,1,1,61.09,0,8000,1,4,0,6,2,0
,Manufacturing,Associate Degree,1,0,2,37600.0,13,652,MA,4,25.67,102.68,change request password change customer call,2,1,0,25.36,1,7,102.68,0.0,0,1,1,80.71,0,17000,1,3,2,8,0,0
30.0,Retail,Associate Degree,1,1,2,33000.0,52,731,CT,8,2.28,18.24, ,7,0,0,0.0,0,4,60.0,41.76,1,4,1,151.59,0,11000,1,3,0,6,1,0
44.0,Scientific and Technical Services,High School or Below,1,0,0,26900.0,4,740,MA,11,53.85,592.35,transfer billing address billing address statement,1,0,0,0.0,0,2,592.35,0.0,0,1,1,41.58,0,9000,1,3,0,7,2,0
47.0,Transportation,Associate Degree,1,0,0,22500.0,10,707,CT,25,51.67,1291.75, ,11,4,0,204.48,1,8,1291.75,0.0,0,1,1,39.11,6,18000,1,2,0,14,2,0
25.0,Construction,Associate Degree,1,0,0,19600.0,14,695,ME,4,161.37,645.48,plastic replace late payment customer call statement,3,0,0,0.0,0,2,645.48,0.0,0,1,1,56.88,0,9000,0,2,0,7,0,0
38.0,Education,Associate Degree,1,0,2,51800.0,30,620,PA,18,53.04,954.72, ,4,2,0,102.94,1,2,954.72,0.0,0,1,1,19.29,0,7000,1,0,0,12,0,0
40.0,Scientific and Technical Services,Bachelor's Degree,1,0,0,33900.0,11,759,MA,10,32.74,327.4, ,6,0,0,0.0,0,3,327.4,0.0,0,1,1,93.95,0,12000,1,1,0,13,1,0
50.0,Construction,Bachelor's Degree,1,0,0,48900.0,11,679,NH,13,173.35,2253.55,plastic replace late payment change request statement,6,0,0,0.0,0,2,2253.55,0.0,0,1,1,32.81,0,10000,1,5,0,7,0,0
26.0,Construction,Master's Degree,1,0,0,1000.0,82,763,PA,0,352.94,0.0,change request   password change,0,0,0,0.0,0,5,60.0,60.0,1,1,1,60.0,0,11000,1,2,0,9,0,0
23.0,Construction,Bachelor's Degree,1,0,0,0.0,3,707,PA,0,343.09,0.0, ,0,0,0,0.0,0,4,60.0,60.0,1,1,1,60.0,0,13000,0,3,1,8,2,0
53.0,Construction,Bachelor's Degree,1,0,0,49600.0,19,758,NY,19,612.2,11631.8, ,7,3,1,1856.24,2,3,581.59,0.0,0,1,1,66.45,3,13000,1,3,0,6,0,0
59.0,Legal,Master's Degree,1,0,0,82300.0,0,745,MA,9,20.86,187.74, ,6,1,0,20.37,0,3,201.7,13.96,1,1,1,78.15,0,10000,0,3,0,7,3,0
30.0,Manufacturing,High School or Below,1,1,1,34700.0,14,747,NJ,27,459.38,12403.26, ,13,4,1,1850.17,3,2,620.16,0.0,0,1,1,46.46,2,15000,1,7,0,8,2,0
36.0,Education,Doctorate,1,0,0,29400.0,37,744,CT,21,8.04,168.84,statement   plastic replace,9,1,0,8.4,0,4,168.84,0.0,0,1,1,43.42,0,9000,1,3,0,11,2,0
21.0,Construction,High School or Below,1,0,1,19600.0,21,795,RI,6,232.43,1394.58, ,2,0,0,0.0,0,3,1394.58,0.0,0,1,1,30.04,0,13000,1,1,0,4,1,0
,Engineering,Associate Degree,1,0,0,74200.0,33,771,NY,34,5.83,198.22, ,22,2,0,11.12,1,3,198.22,0.0,0,1,1,45.05,0,11000,0,2,0,7,0,0
36.0,Education,Bachelor's Degree,1,0,0,41200.0,6,670,NY,1,142.62,142.62,billing address change request transfer statement,1,0,0,0.0,0,3,60.0,0.0,0,1,1,41.11,0,10000,1,3,0,12,1,0
44.0,Engineering,Bachelor's Degree,1,0,1,90600.0,8,763,PA,17,148.95,2532.15,billing address plastic replace statement,8,1,0,148.68,0,6,2532.15,0.0,0,1,1,45.52,1,15000,1,1,0,7,1,0
48.0,Healthcare,High School or Below,1,0,0,76100.0,26,740,PA,39,86.17,3360.63,change request   customer call moneyorder payment,23,6,1,505.3,3,4,6170.36,2809.73,1,1,1,2854.0,4,17000,0,3,0,6,1,0
41.0,Education,High School or Below,1,0,0,28000.0,20,684,CT,10,254.44,2544.4,  statement statement moneyorder payment,6,2,1,501.63,0,2,4070.93,1526.53,1,1,1,1570.68,2,8000,0,3,0,7,2,0
21.0,Manufacturing,Associate Degree,1,0,0,18400.0,22,727,NY,21,39.91,838.11,billing address customer call statement,11,3,1,124.62,0,4,838.11,0.0,0,1,1,51.85,1,8000,1,4,0,4,0,0
38.0,Information Technology,Associate Degree,1,1,2,70000.0,11,669,NY,30,176.42,5292.6, ,19,1,0,174.78,1,6,5292.6,0.0,0,1,1,49.0,1,15000,1,3,0,3,0,0
42.0,Scientific and Technical Services,Bachelor's Degree,1,0,2,53300.0,24,663,MA,19,35.1,666.9, ,11,1,0,34.85,1,3,666.9,0.0,0,1,1,56.78,0,17000,1,4,0,7,2,0
41.0,Manufacturing,Bachelor's Degree,1,0,0,41700.0,2,727,ME,15,26.36,395.4,statement late payment transfer,9,1,1,18.0,0,5,395.4,0.0,0,1,1,57.01,0,16000,1,3,1,14,2,0
23.0,Entertainment and Hospitality,Bachelor's Degree,1,0,2,11500.0,18,750,NJ,2,192.7,385.4, ,0,0,0,0.0,0,3,385.4,0.0,0,1,1,56.4,0,13000,1,2,0,6,0,0
46.0,Information Technology,Associate Degree,1,0,0,50100.0,10,742,ME,59,132.13,7795.67,card replace customer call card replace,27,2,0,265.18,1,4,7795.67,0.0,0,1,1,50.9,4,14000,0,1,0,6,1,0
51.0,Retail,Bachelor's Degree,1,1,1,,26,726,NY,31,308.63,9567.53, ,17,4,1,1282.88,1,3,9567.53,0.0,0,1,1,28.6,3,10000,0,5,0,9,1,0
32.0,Legal,Associate Degree,1,0,2,61100.0,23,731,MA,20,113.67,2273.4, ,11,3,1,342.76,2,6,5019.33,2745.93,1,3,1,2777.65,6,17000,1,3,0,5,1,0
30.0,Education,Master's Degree,1,1,0,18500.0,7,614,NJ,10,75.96,759.6, ,5,0,0,0.0,0,4,3072.65,2313.05,1,1,1,2357.96,4,9000,0,6,1,5,1,0
38.0,Legal,Doctorate,1,0,0,65900.0,23,672,NY,6,85.97,515.82, ,5,1,0,87.78,1,3,515.82,0.0,0,1,1,15.58,0,16000,1,1,0,6,1,0
